timestamp,is_random_set,training records,validation records,spatial_dropout_prop,recurr_units,recurrent_regularizer_l1_factor,recurrent_regularizer_l2_factor,recurrent_dropout_prop,conv_units,kernel_size_1,kernel_size_2,dense_units_1,dense_units_2,dropout_prop,lr,lr_decay_rate,lr_decay_step,batch_size,epochs,best_training_step,best_val_rmse,val_loss,val_rmse__last_10_avg,val_loss__last_10_avg,train_rmse__last_10_avg,train_loss__last_10_avg,local_path
20200822-191323,1,7352,1298,0.04,58,0.0212,0.0244,0.00119,20,3,4,39,18,0.46,0.0049,0.2,43,512,120,37,0.702440083,2.988678665,0.753239942,1.045972804,0.459616113,0.421311052,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-191323
20200822-194311,1,7352,1298,0.01,112,0.00618,0.04063,0.01107,25,3,4,41,11,0.65,0.0097,0.03,36,512,120,43,0.739354432,0.977959989,0.747992581,0.90281854,0.62974726,0.669523861,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-194311
20200822-201558,1,7352,1298,0.43,52,0.01277,0.02291,0.00779,15,4,3,23,12,0.54,0.0238,0.09,51,512,120,36,0.694809377,5.875126791,0.708707207,0.868242578,0.604032356,0.629115739,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-201558
20200822-204544,1,7352,1298,0.19,112,0.01483,0.04053,0.01048,26,4,2,58,37,0.58,0.0092,0.13,28,512,120,35,0.700195193,2.509301099,0.712724143,0.856688121,0.557446855,0.486325446,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-204544
20200822-211804,1,7352,1298,0.25,108,0.00732,0.03039,0.02505,20,4,2,52,45,0.75,0.0046,0.09,50,512,120,40,0.720172942,3.224205282,0.74233188,0.911108595,0.658977377,0.672208324,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-211804
20200822-215022,1,7352,1298,0.53,103,0.01018,0.01337,0.01181,12,3,2,39,34,0.41,0.0023,0.24,33,512,120,64,0.708597898,1.268311542,0.712840402,0.863840858,0.748136765,0.916963041,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-215022
20200822-222231,1,7352,1298,0.4,123,0.01622,0.00535,0.02121,31,5,4,66,20,0.57,0.0207,0.05,37,512,120,51,0.7035954,1.950068071,0.71110068,0.851493316,0.534482968,0.475244095,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-222231
20200822-225650,1,7352,1298,0.01,72,0.02651,0.04903,0.00515,9,2,3,6,4,0.27,0.0089,0.08,19,512,120,28,0.753574729,1.642306347,0.766806126,0.953384715,0.756431234,0.894125897,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-225650
20200822-232710,1,7352,1298,0.62,111,0.03425,0.02123,0.00269,7,2,2,26,18,0.45,0.006,0.34,14,512,120,70,0.737168431,1.071604076,0.737705207,0.871113434,0.872689766,1.197467552,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-232710
20200823-000027,1,7352,1298,0.55,121,0.02048,0.0249,8.00E-05,20,3,2,17,15,0.37,0.002,0.03,70,512,120,112,0.689561844,0.908831234,0.690818477,0.900333375,0.733079493,0.950398382,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-000027
20200823-003450,1,7352,1298,0.19,10,0.03569,0.01563,0.02947,26,4,6,14,13,0.51,0.009,0.15,24,512,120,30,0.735071659,0.909543975,0.747959799,0.903866097,0.666208458,0.678280124,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-003450
20200823-010403,1,7352,1298,0.16,79,0.01417,0.04416,0.00079,20,2,4,29,5,0.69,0.0166,0.29,59,512,120,53,0.849721551,10.20646363,0.87900905,3.415841341,0.862174529,3.402149775,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-010403
20200823-013358,1,7352,1298,0.06,65,0.04209,0.04813,0.00021,30,2,2,31,30,0.53,0.0036,0.04,18,512,120,33,0.749386668,1.130425515,0.751934505,1.006604026,0.818274796,1.075812092,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-013358
20200823-020411,1,7352,1298,0.63,34,0.03805,0.02487,0.00024,29,4,3,60,49,0.65,0.0108,0.03,22,512,120,43,0.721949577,0.910147225,0.725317973,0.834726559,0.798532468,1.004813434,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-020411
20200823-023352,1,7352,1298,0.08,64,0.00728,0.04143,0.01287,17,5,2,34,13,0.74,0.0152,0.27,18,512,120,16,0.720353961,3.697313786,0.742140096,0.869468112,0.703131503,0.808855905,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-023352
20200823-030341,1,7352,1298,0.46,96,0.01443,0.0416,0.00342,14,2,2,34,16,0.71,0.0043,0.12,58,512,120,34,0.757832706,4.373413989,0.772359681,1.179872195,0.780819297,1.217697228,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-030341
20200823-033421,1,7352,1298,0.01,54,0.01229,0.018,0.00024,17,6,5,32,21,0.57,0.0137,0.06,17,512,120,17,0.722551227,3.896547446,0.748475486,0.933376519,0.655523169,0.667499385,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-033421
20200823-040411,1,7352,1298,0.66,105,0.03144,0.03202,0.0004,31,3,4,51,44,0.43,0.0034,0.09,28,512,120,75,0.727420211,0.945475444,0.728359693,0.890743028,0.789216876,1.014184478,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-040411
20200823-043713,1,7352,1298,0.33,107,0.02073,0.03066,0.0001,15,4,2,61,16,0.72,0.0114,0.14,32,512,120,28,0.713650346,17.19005691,0.727770245,0.889736464,0.689203423,0.810417261,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-043713
20200823-050923,1,7352,1298,0.47,28,0.04141,0.00536,0.01681,22,3,2,12,9,0.43,0.0149,0.08,10,512,120,15,0.745680511,1.149844468,0.74727143,0.899759034,0.911904019,1.282938418,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-050923
20200823-053910,1,7352,1298,0.08,57,0.02169,0.00916,0.0005,25,2,2,18,15,0.63,0.0103,0.05,23,512,120,19,0.734418988,5.261019323,0.736936879,0.851350213,0.708191204,0.768142922,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-053910
20200823-060901,1,7352,1298,0,69,0.00764,0.02056,0.00447,6,4,3,7,6,0.62,0.0166,0.1,19,512,120,13,0.835796058,4.847231906,0.883493793,1.240345568,0.946183807,1.379607101,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-060901
20200823-063902,1,7352,1298,0.24,115,0.02059,0.0065,0.00437,27,5,3,39,26,0.75,0.0021,0.2,42,512,120,99,0.756024122,1.061442909,0.764154726,1.078775579,0.914364892,1.42272012,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-063902
20200823-071328,1,7352,1298,0.41,96,0.00797,0.0287,0.00014,29,3,5,56,37,0.68,0.0019,0.07,37,512,120,110,0.752494454,0.965442604,0.753351295,0.964730122,0.992228287,1.553525465,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-071328
20200823-074548,1,7352,1298,0.01,92,0.01101,0.03115,0.01431,24,5,4,35,33,0.79,0.0035,0.27,32,512,120,25,0.761563659,2.9390776,0.790494382,1.030967707,0.743970424,0.884442427,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-074548
20200823-081709,1,7352,1298,0.03,122,0.00991,0.03725,0.00492,30,2,2,25,16,0.8,0.0208,0.39,37,512,120,71,0.779926062,8.225662243,0.814851964,2.229497054,0.753154147,2.199831283,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-081709
20200823-085050,1,7352,1298,0.58,57,0.01024,0.02042,0.00014,21,4,5,46,21,0.67,0.0084,0.09,50,512,120,19,0.738501012,2.618505237,0.741294259,0.864778294,0.722967571,0.804388345,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-085050
20200823-092053,1,7352,1298,0.19,104,0.00963,0.01263,0.00776,29,3,4,29,23,0.77,0.0047,0.07,58,512,120,19,0.752411664,3.872963882,0.807477462,1.1221912,0.780296892,1.038117726,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-092053
20200823-115257,1,7352,1298,0.71,90,0.02722,0.04377,0.00183,28,3,2,2,2,0.12,0.0278,0.2,49,512,120,49,0.790932953,38.62993685,0.840843326,2.544186309,0.811448419,2.548106299,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-115257
20200823-122404,1,7352,1298,0.55,110,0.01564,0.02171,0.03221,28,5,2,31,5,0.45,0.0235,0.46,17,512,120,92,0.701597869,1.216611762,0.705256152,1.025809218,0.644975007,0.935571748,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-122404
20200823-125645,1,7352,1298,0.18,33,0.03514,0.01625,0.01452,29,4,2,5,4,0.31,0.0314,0.55,28,512,120,40,0.738742352,5.118657753,0.780833864,1.716443503,0.69662078,1.561169872,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-125645
20200823-132614,1,7352,1298,0.46,86,0.03787,0.01674,0.01051,14,6,3,16,4,0.54,0.0114,0.32,30,512,120,10,0.794394493,19.99331379,0.867534655,1.797163853,0.897596449,1.866160739,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-132614
20200823-135703,1,7352,1298,0.56,61,0.008,0.02222,0.00239,29,2,3,91,7,0.79,0.0282,0.1,15,512,120,18,0.75631547,1.31339276,0.775240165,0.95962559,0.894525898,1.29945751,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-135703
20200823-142719,1,7352,1298,0.33,106,0.01075,0.01569,1.00E-05,15,7,6,16,7,0.79,0.0147,0,57,512,120,34,0.876008511,11.92831803,0.899577641,12.01728616,0.959079528,12.14236061,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-142719
20200823-153904,1,7352,1298,0.16,110,0.03862,0.03259,0.01819,24,3,3,44,41,0.8,0.0161,0.03,25,512,120,22,0.746465147,46.32252927,0.752616251,0.867863438,0.720097345,0.783868784,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-153904
20200823-161156,1,7352,1298,0.09,126,0.02144,0.01361,0.00405,27,4,4,20,14,0.75,0.0163,0.35,11,512,120,15,0.817039251,13.60827202,0.82747134,1.039609519,0.84045884,1.072703649,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-161156
20200823-164629,1,7352,1298,0.21,96,0.00952,0.00655,0.00681,22,5,4,49,23,0.74,0.0015,0.42,41,512,120,114,0.848163605,1.265892612,0.888276708,1.358006284,1.103324986,2.024319926,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-164629
20200823-171806,1,7352,1298,0.37,104,0.02488,0.02043,0.01586,30,3,2,30,20,0.79,0.0102,0.12,24,512,120,119,0.757082522,0.876378606,0.757334596,0.876857551,0.815517747,1.034085806,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-171806
20200823-175039,1,7352,1298,0.53,62,0.01622,0.01754,0.00018,7,4,3,55,41,0.78,0.0063,0.26,40,512,120,38,0.752128661,3.303841973,0.779237634,1.091487283,0.774085981,1.042994917,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-175039
20200823-182129,1,7352,1298,0.48,105,0.01678,0.00789,0.02162,24,4,3,53,31,0.78,0.0196,0.06,33,512,120,19,0.718783677,22.71769802,0.736777264,0.835262978,0.72259385,0.816844302,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-182129
20200823-185435,1,7352,1298,0.41,107,0.00699,0.02046,0.02694,23,2,3,38,3,0.67,0.0239,0.21,50,512,120,7,0.822644532,13.04228275,0.917468333,1.804152168,0.941001052,1.865853379,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-185435
20200823-192712,1,7352,1298,0.59,118,0.01247,0.02104,0.00659,21,4,5,34,31,0.76,0.0106,0.14,13,512,120,100,0.761647642,0.930616928,0.76222446,0.931863679,0.940469331,1.350331781,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-192712
20200823-200152,1,7352,1298,0.56,100,0.03554,0.00865,0.02681,19,2,5,12,9,0.64,0.0181,0.24,31,512,120,44,0.821162879,14.35089581,0.837007588,1.586183515,0.870158792,1.685446831,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-200152
20200823-203321,1,7352,1298,0.38,102,0.038,0.00766,0.00436,29,7,2,27,25,0.77,0.0133,0.22,19,512,120,17,0.732055306,33.12506493,0.748041838,0.868125426,0.747097975,0.875922104,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-203321
20200823-210706,1,7352,1298,0.02,36,0.02722,0.01013,0.01012,6,3,3,12,2,0.35,0.0167,0.07,33,512,120,10,0.791503251,4.646422244,0.840995312,1.099877511,0.787810892,1.028794066,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-210706
20200823-213730,1,7352,1298,0.06,91,0.02391,0.02904,0.00678,7,2,5,6,5,0.39,0.0182,0.3,31,512,120,87,0.795693994,3.091389351,0.816619921,1.60095407,0.72329154,1.381981222,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-213730
20200823-220829,1,7352,1298,0.09,105,0.00656,0.02991,0.01516,18,3,3,5,4,0.61,0.0279,0.2,42,512,120,23,0.852820635,14.11347861,0.929928309,1.802344991,0.937759012,1.87683043,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-220829
20200823-224027,1,7352,1298,0.07,77,0.0081,0.01937,0.00034,14,4,2,34,14,0.71,0.006,0.11,39,512,120,71,0.729274213,1.048158046,0.73301304,0.868676196,0.692103398,0.778982418,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-224027
20200823-231031,1,7352,1298,0.78,41,0.03843,0.03613,0.006,30,7,3,41,16,0.7,0.007,0.06,44,512,120,109,0.79283011,0.984023799,0.793166488,0.98761342,0.895465344,1.23860503,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-231031
20200823-234045,1,7352,1298,0.5,128,0.01,0.01,0,32,3,2,28,28,0.2,0.001,0.1,30,512,120,101,0.786852479,1.02581365,0.787523818,1.028209399,0.833748358,1.121421301,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200823-234045
20200824-001341,1,7352,1298,0.09,43,0.02021,0.00758,0.00527,9,2,6,10,8,0.63,0.0103,0.54,44,512,120,87,0.786070466,2.21384725,0.805814093,1.675049912,0.759470314,1.608692774,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-001341
20200824-004307,1,7352,1298,0.01,41,0.01774,0.03812,0.0117,15,5,6,16,12,0.76,0.0036,0.1,46,512,120,85,0.849297822,1.164069385,0.855712098,1.116696234,0.935995269,1.302352312,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-004307
20200824-011308,1,7352,1298,0.16,78,0.02982,0.03151,0.0047,23,2,5,22,7,0.59,0.0075,0.02,22,512,120,79,0.775869608,0.951343279,0.777428663,0.954110253,0.91708709,1.24161908,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-011308
20200824-014327,1,7352,1298,0.69,80,0.02725,0.01975,0.00334,17,4,4,20,13,0.4,0.0036,0.02,20,512,120,87,0.824955761,1.125056342,0.82563647,1.126575237,1.075044525,1.798243993,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-014327
20200824-021414,1,7352,1298,0.48,120,0.02938,0.01805,0.0244,28,6,3,7,3,0.52,0.0031,0.14,62,512,120,120,0.867848933,2.229801824,0.883027184,2.274702315,0.946832228,2.463168572,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-021414
20200824-024754,1,7352,1298,0.48,126,0.00969,0.00898,0.01224,18,2,3,19,12,0.53,0.0042,0.13,15,512,120,15,0.837622762,5.034640114,0.857870579,1.093499651,1.184351194,2.157451243,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-024754
20200824-032146,1,7352,1298,0.42,45,0.02475,0.00651,0.00693,15,2,4,26,10,0.79,0.0083,0.27,46,512,120,72,0.829808712,1.601367167,0.840705484,1.283583046,0.899770838,1.408701342,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-032146
20200824-035122,1,7352,1298,0.4,32,0.02711,0.01635,0.00641,23,4,4,12,8,0.74,0.0149,0.1,51,512,120,43,0.858296692,3.64482359,0.865879232,1.186411643,0.91541667,1.311554692,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-035122
20200824-042100,1,7352,1298,0.42,107,0.00983,0.01319,0.01467,29,3,2,98,85,0.69,0.0034,0.19,11,512,120,28,0.834015608,1.23966542,0.83984794,1.188718017,0.921168172,1.357450046,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-042100
20200824-045331,1,7352,1298,0.37,101,0.02192,0.0085,0.01428,29,4,2,10,9,0.79,0.0154,0.45,61,512,120,62,0.849700809,4.016400406,0.876285219,10.51180553,0.922715658,10.63557323,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-045331
20200824-052514,1,7352,1298,0.05,118,0.01493,0.03142,0.00058,15,4,5,60,43,0.47,0.001,0.17,31,512,120,43,0.790576041,1.306143312,0.817359602,1.180958006,0.688539839,0.774135513,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-052514
20200824-055845,1,7352,1298,0.05,52,0.01857,0.01069,0.00099,30,4,4,6,5,0.62,0.0072,0.29,44,512,120,29,0.892351747,3.453267047,0.965098995,1.607066893,0.98191731,1.683740265,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-055845
20200824-062839,1,7352,1298,0.15,102,0.02175,0.01788,0.01294,12,3,3,3,2,0.42,0.0295,0.11,39,512,120,6,1.008720756,42.1326872,1.067538345,2.13156361,1.082564473,2.143632717,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-062839
20200824-070028,1,7352,1298,0.77,59,0.01863,0.01828,0.00172,18,5,4,22,11,0.19,0.0056,0.25,11,512,120,95,0.821223319,1.094911375,0.82227031,1.095992235,0.96617108,1.483743244,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-070028
20200824-073115,1,7352,1298,0.12,101,0.01222,0.02366,0.01096,29,3,4,2,2,0.29,0.0129,0.19,50,512,120,35,0.742652655,10.64874578,0.818981802,1.386481887,0.612756419,1.248180882,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-073115
20200824-080314,1,7352,1298,0.22,124,0.0119,0.01762,0.02106,13,4,6,17,13,0.74,0.0087,0.08,33,512,120,44,0.77347815,1.78979724,0.775727654,0.925665443,0.788035136,0.984123566,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-080314
20200824-083705,1,7352,1298,0.24,85,0.00695,0.031,0.00797,13,5,2,15,3,0.75,0.0263,0.24,39,512,120,64,0.917361021,3.302741952,0.945266843,1.7649133,1.003531128,1.865923099,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-083705
20200824-090706,1,7352,1298,0.14,113,0.01392,0.01645,0.01527,25,2,6,13,12,0.79,0.0214,0.1,31,512,120,23,0.809539258,24.13111869,0.829476255,1.075249714,0.848868382,1.166649016,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-090706
20200824-094100,1,7352,1298,0.1,121,0.01964,0.00787,0.00427,20,3,3,12,8,0.77,0.0122,0.16,18,512,120,72,0.869127095,1.282888724,0.869423449,1.196536084,0.954630858,1.37949033,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-094100
20200824-135704,1,7352,1298,0.67,85,0.01866,0.00668,0.01818,13,3,2,26,7,0.68,0.017,0.06,16,512,120,11,0.819555998,15.00640893,0.838553798,1.10738832,0.948566365,1.369953395,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-135704
20200824-145305,1,7352,1298,0.21,53,0.03531,0.00738,1.00E-05,19,5,5,42,38,0.77,0.0062,0.04,10,512,120,22,0.882524133,1.334871792,0.893240851,1.378957337,1.158048129,2.05796474,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-145305
20200824-153129,1,7352,1298,0.44,111,0.00784,0.03489,0.00301,28,3,2,20,19,0.78,0.0043,0.03,33,512,120,32,0.801536977,3.545371042,0.826769751,1.036125349,1.057089913,1.646796324,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-153129
20200824-162939,1,7352,1298,0.06,76,0.04234,0.00624,0.00015,17,2,3,28,7,0.77,0.0143,0.26,24,512,120,16,0.826097846,21.74138442,0.855354011,1.235448094,0.891651022,1.334237371,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-162939
20200824-171129,1,7352,1298,0.1,76,0.01156,0.01504,0.01089,30,6,3,27,12,0.7,0.0064,0.02,17,512,120,96,0.81857127,1.023962931,0.82006017,1.026429696,1.067276764,1.730851127,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-171129
20200824-182604,1,7352,1298,0.43,65,0.02075,0.02937,0.0098,31,3,4,13,9,0.71,0.006,0.09,46,512,120,113,0.760069788,0.924297076,0.760562915,0.929579925,0.842800617,1.154337964,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-182604
20200824-185635,1,7352,1298,0.61,97,0.00899,0.01069,0.00731,16,3,2,14,10,0.79,0.0319,0.07,33,512,120,32,0.818611801,17.62768952,0.87451514,1.196393999,0.977465409,1.452611099,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-185635
20200824-192802,1,7352,1298,0.71,117,0.03399,0.00823,0.0363,22,4,3,15,7,0.78,0.0191,0.57,46,512,120,119,0.846669316,14.57456049,0.870227307,18.3959405,0.961383623,18.74416207,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200824-192802
